"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr16",53742235,53742435,201,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53704182,54112087,407906,1,"79068","ENST00000464071.1",38053,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53742971,53743420,450,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53704182,54112087,407906,1,"79068","ENST00000464071.1",38789,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53744507,53744854,348,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53704182,54112087,407906,1,"79068","ENST00000464071.1",40325,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53745033,53745359,327,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53704182,54112087,407906,1,"79068","ENST00000464071.1",40851,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53755532,53755841,310,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53704182,54112087,407906,1,"79068","ENST00000464071.1",51350,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53756350,53756550,201,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53704182,54112087,407906,1,"79068","ENST00000464071.1",52168,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53756701,53757036,336,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53704182,54112087,407906,1,"79068","ENST00000464071.1",52519,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53758275,53758528,254,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53704182,54112087,407906,1,"79068","ENST00000464071.1",54093,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53761913,53762683,771,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53704182,54112087,407906,1,"79068","ENST00000464071.1",57731,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53768532,53769005,474,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",-57356,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53773172,53773666,495,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",-52695,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53775623,53776554,932,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",-49807,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53781149,53781702,554,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",-44659,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53782062,53782519,458,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",-43842,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53795320,53795546,227,"*","Intron (ENST00000636491.1/79068, intron 2 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",-30815,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53812976,53813243,268,"*","Intron (ENST00000636491.1/79068, intron 3 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",-13118,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53817216,53817428,213,"*","Intron (ENST00000636491.1/79068, intron 3 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",-8933,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53822010,53822256,247,"*","Intron (ENST00000636491.1/79068, intron 3 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",-4105,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53823152,53823481,330,"*","Promoter (2-3kb)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",-2880,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53840487,53840856,370,"*","Intron (ENST00000636491.1/79068, intron 4 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",14126,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53846616,53846861,246,"*","Intron (ENST00000636491.1/79068, intron 5 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",20255,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53847134,53847392,259,"*","Intron (ENST00000636491.1/79068, intron 5 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",20773,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53848689,53848893,205,"*","Intron (ENST00000636491.1/79068, intron 5 of 9)",16,53826361,54040726,214366,1,"79068","ENST00000563011.2",22328,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53865172,53865900,729,"*","Intron (ENST00000636491.1/79068, intron 5 of 9)",16,53879844,54153448,273605,1,"79068","ENST00000612285.2",-13944,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53872309,53872517,209,"*","Intron (ENST00000636491.1/79068, intron 5 of 9)",16,53879844,54153448,273605,1,"79068","ENST00000612285.2",-7327,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53878196,53878516,321,"*","Promoter (1-2kb)",16,53879844,54153448,273605,1,"79068","ENST00000612285.2",-1328,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53881378,53881781,404,"*","Promoter (1-2kb)",16,53879844,54153448,273605,1,"79068","ENST00000612285.2",1534,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53892085,53892406,322,"*","Intron (ENST00000636491.1/79068, intron 8 of 9)",16,53888894,53935847,46954,1,"79068","ENST00000637062.1",3191,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53892854,53893160,307,"*","Intron (ENST00000636491.1/79068, intron 8 of 9)",16,53888894,53935847,46954,1,"79068","ENST00000637062.1",3960,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53894152,53894385,234,"*","Intron (ENST00000636491.1/79068, intron 8 of 9)",16,53888894,53935847,46954,1,"79068","ENST00000637062.1",5258,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53899062,53899355,294,"*","Intron (ENST00000636491.1/79068, intron 8 of 9)",16,53888894,53935847,46954,1,"79068","ENST00000637062.1",10168,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53911446,53912051,606,"*","Promoter (<=1kb)",16,53911256,54114463,203208,1,"79068","ENST00000463855.1",190,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53912138,53912544,407,"*","Promoter (<=1kb)",16,53911256,54114463,203208,1,"79068","ENST00000463855.1",882,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53913105,53913501,397,"*","Promoter (1-2kb)",16,53911256,54114463,203208,1,"79068","ENST00000463855.1",1849,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53927391,53927600,210,"*","Intron (ENST00000636491.1/79068, intron 8 of 9)",16,53923056,54112632,189577,1,"79068","ENST00000635892.1",4335,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53937094,53937477,384,"*","3' UTR",16,53934030,54114463,180434,1,"79068","ENST00000268349.7",3064,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53945944,53946324,381,"*","Intron (ENST00000636491.1/79068, intron 9 of 9)",16,53934030,54114463,180434,1,"79068","ENST00000268349.7",11914,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53949678,53950021,344,"*","Intron (ENST00000636491.1/79068, intron 9 of 9)",16,53934030,54114463,180434,1,"79068","ENST00000268349.7",15648,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53952301,53952914,614,"*","Intron (ENST00000636491.1/79068, intron 9 of 9)",16,53934030,54114463,180434,1,"79068","ENST00000268349.7",18271,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53955200,53955966,767,"*","Intron (ENST00000636491.1/79068, intron 9 of 9)",16,53934030,54114463,180434,1,"79068","ENST00000268349.7",21170,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53960894,53961202,309,"*","Intron (ENST00000636491.1/79068, intron 9 of 9)",16,53934030,54114463,180434,1,"79068","ENST00000268349.7",26864,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53963504,53963950,447,"*","Intron (ENST00000636491.1/79068, intron 9 of 9)",16,53934030,54114463,180434,1,"79068","ENST00000268349.7",29474,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53964170,53964493,324,"*","Intron (ENST00000636491.1/79068, intron 9 of 9)",16,53934030,54114463,180434,1,"79068","ENST00000268349.7",30140,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53982472,53983169,698,"*","Intron (ENST00000636491.1/79068, intron 9 of 9)",16,53934030,54114463,180434,1,"79068","ENST00000268349.7",48442,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",53991822,53992074,253,"*","Exon (ENST00000624987.1/ENST00000624987.1, exon 1 of 1)",16,53934030,54114463,180434,1,"79068","ENST00000268349.7",57792,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54062434,54063888,1455,"*","Promoter (<=1kb)",16,54063637,54112302,48666,1,"79068","ENST00000472835.1",0,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54066468,54066883,416,"*","Promoter (2-3kb)",16,54063637,54112302,48666,1,"79068","ENST00000472835.1",2831,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54075992,54076456,465,"*","Intron (ENST00000636992.1/79068, intron 8 of 8)",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",6096,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54077456,54077749,294,"*","Intron (ENST00000636992.1/79068, intron 8 of 8)",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",7560,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54080538,54081261,724,"*","Intron (ENST00000636992.1/79068, intron 8 of 8)",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",10642,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54103291,54103926,636,"*","Intron (ENST00000636992.1/79068, intron 8 of 8)",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",33395,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54105673,54106394,722,"*","Intron (ENST00000636992.1/79068, intron 8 of 8)",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",35777,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54114086,54114310,225,"*","3' UTR",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",44190,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54115323,54115771,449,"*","3' UTR",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",45427,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54115891,54116438,548,"*","3' UTR",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",45995,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54124870,54125557,688,"*","Intron (ENST00000637969.1/79068, intron 9 of 10)",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",54974,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54125708,54126173,466,"*","Intron (ENST00000637969.1/79068, intron 9 of 10)",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",55812,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54128714,54128964,251,"*","Intron (ENST00000637969.1/79068, intron 9 of 10)",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",58818,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",54165150,54165952,803,"*","Distal Intergenic",16,54069896,54114439,44544,1,"79068","ENST00000636091.1",95254,"ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase"
"chr16",56952993,56953380,388,"*","Distal Intergenic",16,56961923,56983844,21922,1,"1071","ENST00000379780.6",-8543,"ENSG00000087237","CETP","cholesteryl ester transfer protein"
"chr16",56960500,56961011,512,"*","Promoter (<=1kb)",16,56961923,56983844,21922,1,"1071","ENST00000379780.6",-912,"ENSG00000087237","CETP","cholesteryl ester transfer protein"
"chr16",56961049,56961256,208,"*","Promoter (<=1kb)",16,56961923,56983844,21922,1,"1071","ENST00000379780.6",-667,"ENSG00000087237","CETP","cholesteryl ester transfer protein"
"chr16",56961390,56962098,709,"*","Promoter (<=1kb)",16,56961923,56983844,21922,1,"1071","ENST00000379780.6",0,"ENSG00000087237","CETP","cholesteryl ester transfer protein"
"chr16",56964213,56965252,1040,"*","Promoter (2-3kb)",16,56962107,56983845,21739,1,"1071","ENST00000566128.1",2106,"ENSG00000087237","CETP","cholesteryl ester transfer protein"
"chr16",56966164,56966438,275,"*","Intron (ENST00000379780.6/1071, intron 2 of 14)",16,56962107,56983845,21739,1,"1071","ENST00000566128.1",4057,"ENSG00000087237","CETP","cholesteryl ester transfer protein"
"chr16",56967736,56968338,603,"*","Intron (ENST00000379780.6/1071, intron 2 of 14)",16,56962107,56983845,21739,1,"1071","ENST00000566128.1",5629,"ENSG00000087237","CETP","cholesteryl ester transfer protein"
"chr16",56979464,56980417,954,"*","Promoter (2-3kb)",16,56976712,56983392,6681,1,"1071","ENST00000650358.1",2752,"ENSG00000087237","CETP","cholesteryl ester transfer protein"
"chr17",17811797,17812030,234,"*","Promoter (1-2kb)",17,17811356,17813442,2087,2,"6720","ENST00000578469.1",1412,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17812070,17813071,1002,"*","Promoter (<=1kb)",17,17811356,17813442,2087,2,"6720","ENST00000578469.1",371,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17818065,17818539,475,"*","Promoter (<=1kb)",17,17812073,17818327,6255,2,"6720","ENST00000395756.5",0,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17819693,17820042,350,"*","Promoter (<=1kb)",17,17812073,17819951,7879,2,"6720","ENST00000662439.1",0,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17820535,17820774,240,"*","Promoter (<=1kb)",17,17819121,17820510,1390,2,"6720","ENST00000577897.2",-25,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17822212,17822489,278,"*","Promoter (1-2kb)",17,17820008,17823594,3587,2,"6720","ENST00000476994.1",1105,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17823445,17824364,920,"*","Promoter (<=1kb)",17,17819027,17823618,4592,2,"6720","ENST00000423161.3",0,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17824952,17825153,202,"*","Promoter (1-2kb)",17,17819027,17823618,4592,2,"6720","ENST00000423161.3",-1334,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17830032,17830332,301,"*","Intron (ENST00000261646.11/6720, intron 1 of 18)",17,17819027,17823618,4592,2,"6720","ENST00000423161.3",-6414,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17830524,17831214,691,"*","Intron (ENST00000261646.11/6720, intron 1 of 18)",17,17811334,17836986,25653,2,"6720","ENST00000261646.11",5772,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17831250,17831625,376,"*","Intron (ENST00000261646.11/6720, intron 1 of 18)",17,17811334,17836986,25653,2,"6720","ENST00000261646.11",5361,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17831807,17832043,237,"*","Intron (ENST00000261646.11/6720, intron 1 of 18)",17,17811334,17836986,25653,2,"6720","ENST00000261646.11",4943,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17834920,17835238,319,"*","Promoter (1-2kb)",17,17811334,17836986,25653,2,"6720","ENST00000261646.11",1748,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17836095,17837163,1069,"*","Promoter (<=1kb)",17,17811334,17836986,25653,2,"6720","ENST00000261646.11",0,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17837437,17837701,265,"*","Promoter (<=1kb)",17,17811356,17837002,25647,2,"6720","ENST00000395757.6",-435,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr17",17839816,17840730,915,"*","Promoter (2-3kb)",17,17811356,17837002,25647,2,"6720","ENST00000395757.6",-2814,"ENSG00000072310","SREBF1","sterol regulatory element binding transcription factor 1"
"chr19",7113694,7113957,264,"*","3' UTR",19,7120620,7123158,2539,2,"3643","ENST00000601099.1",9201,"ENSG00000171105","INSR","insulin receptor"
"chr19",7117018,7117810,793,"*","3' UTR",19,7120620,7123158,2539,2,"3643","ENST00000601099.1",5348,"ENSG00000171105","INSR","insulin receptor"
"chr19",7118030,7118276,247,"*","Intron (ENST00000341500.9/3643, intron 20 of 20)",19,7120620,7123158,2539,2,"3643","ENST00000601099.1",4882,"ENSG00000171105","INSR","insulin receptor"
"chr19",7122884,7123157,274,"*","Promoter (<=1kb)",19,7120620,7123158,2539,2,"3643","ENST00000601099.1",1,"ENSG00000171105","INSR","insulin receptor"
"chr19",7124777,7125752,976,"*","Promoter (<=1kb)",19,7122570,7125386,2817,2,"3643","ENST00000593970.1",0,"ENSG00000171105","INSR","insulin receptor"
"chr19",7125952,7126341,390,"*","Promoter (<=1kb)",19,7122570,7125386,2817,2,"3643","ENST00000593970.1",-566,"ENSG00000171105","INSR","insulin receptor"
"chr19",7134833,7135675,843,"*","Intron (ENST00000341500.9/3643, intron 12 of 20)",19,7141510,7143040,1531,2,"3643","ENST00000597211.1",7365,"ENSG00000171105","INSR","insulin receptor"
"chr19",7141671,7142408,738,"*","Promoter (<=1kb)",19,7141510,7143040,1531,2,"3643","ENST00000597211.1",632,"ENSG00000171105","INSR","insulin receptor"
"chr19",7145345,7145978,634,"*","Promoter (2-3kb)",19,7141510,7143040,1531,2,"3643","ENST00000597211.1",-2305,"ENSG00000171105","INSR","insulin receptor"
"chr19",7146114,7146434,321,"*","Intron (ENST00000341500.9/3643, intron 10 of 20)",19,7141510,7143040,1531,2,"3643","ENST00000597211.1",-3074,"ENSG00000171105","INSR","insulin receptor"
"chr19",7147313,7147573,261,"*","Intron (ENST00000341500.9/3643, intron 10 of 20)",19,7141510,7143040,1531,2,"3643","ENST00000597211.1",-4273,"ENSG00000171105","INSR","insulin receptor"
"chr19",7149138,7149459,322,"*","Intron (ENST00000341500.9/3643, intron 10 of 20)",19,7141510,7143040,1531,2,"3643","ENST00000597211.1",-6098,"ENSG00000171105","INSR","insulin receptor"
"chr19",7151455,7151764,310,"*","Intron (ENST00000341500.9/3643, intron 10 of 20)",19,7141510,7143040,1531,2,"3643","ENST00000597211.1",-8415,"ENSG00000171105","INSR","insulin receptor"
"chr19",7152338,7153097,760,"*","Exon (ENST00000341500.9/3643, exon 10 of 21)",19,7141510,7143040,1531,2,"3643","ENST00000597211.1",-9298,"ENSG00000171105","INSR","insulin receptor"
"chr19",7153148,7153465,318,"*","Intron (ENST00000341500.9/3643, intron 9 of 20)",19,7141510,7143040,1531,2,"3643","ENST00000597211.1",-10108,"ENSG00000171105","INSR","insulin receptor"
"chr19",7159120,7159986,867,"*","3' UTR",19,7159423,7167978,8556,2,"3643","ENST00000600492.1",7992,"ENSG00000171105","INSR","insulin receptor"
"chr19",7168799,7169197,399,"*","Promoter (<=1kb)",19,7159423,7167978,8556,2,"3643","ENST00000600492.1",-821,"ENSG00000171105","INSR","insulin receptor"
"chr19",7178054,7178284,231,"*","Intron (ENST00000341500.9/3643, intron 3 of 20)",19,7159423,7167978,8556,2,"3643","ENST00000600492.1",-10076,"ENSG00000171105","INSR","insulin receptor"
"chr19",7178930,7179154,225,"*","Intron (ENST00000341500.9/3643, intron 3 of 20)",19,7159423,7167978,8556,2,"3643","ENST00000600492.1",-10952,"ENSG00000171105","INSR","insulin receptor"
"chr19",7179222,7179934,713,"*","Intron (ENST00000341500.9/3643, intron 3 of 20)",19,7159423,7167978,8556,2,"3643","ENST00000600492.1",-11244,"ENSG00000171105","INSR","insulin receptor"
"chr19",7180055,7180257,203,"*","Intron (ENST00000341500.9/3643, intron 3 of 20)",19,7159423,7167978,8556,2,"3643","ENST00000600492.1",-12077,"ENSG00000171105","INSR","insulin receptor"
"chr19",7181713,7181933,221,"*","Intron (ENST00000341500.9/3643, intron 3 of 20)",19,7159423,7167978,8556,2,"3643","ENST00000600492.1",-13735,"ENSG00000171105","INSR","insulin receptor"
"chr19",7247279,7247497,219,"*","Intron (ENST00000341500.9/3643, intron 2 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",46369,"ENSG00000171105","INSR","insulin receptor"
"chr19",7253375,7253886,512,"*","Intron (ENST00000341500.9/3643, intron 2 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",39980,"ENSG00000171105","INSR","insulin receptor"
"chr19",7254740,7255473,734,"*","Intron (ENST00000341500.9/3643, intron 2 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",38393,"ENSG00000171105","INSR","insulin receptor"
"chr19",7257077,7257612,536,"*","Intron (ENST00000341500.9/3643, intron 2 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",36254,"ENSG00000171105","INSR","insulin receptor"
"chr19",7257721,7258002,282,"*","Intron (ENST00000341500.9/3643, intron 2 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",35864,"ENSG00000171105","INSR","insulin receptor"
"chr19",7265752,7266452,701,"*","Intron (ENST00000341500.9/3643, intron 2 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",27414,"ENSG00000171105","INSR","insulin receptor"
"chr19",7268212,7268796,585,"*","Exon (ENST00000816520.1/ENST00000816520.1, exon 1 of 1)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",25070,"ENSG00000171105","INSR","insulin receptor"
"chr19",7271821,7272615,795,"*","Intron (ENST00000341500.9/3643, intron 1 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",21251,"ENSG00000171105","INSR","insulin receptor"
"chr19",7272891,7273212,322,"*","Intron (ENST00000341500.9/3643, intron 1 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",20654,"ENSG00000171105","INSR","insulin receptor"
"chr19",7280880,7281194,315,"*","Intron (ENST00000341500.9/3643, intron 1 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",12672,"ENSG00000171105","INSR","insulin receptor"
"chr19",7281523,7281970,448,"*","Intron (ENST00000341500.9/3643, intron 1 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",11896,"ENSG00000171105","INSR","insulin receptor"
"chr19",7283723,7284062,340,"*","Intron (ENST00000341500.9/3643, intron 1 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",9804,"ENSG00000171105","INSR","insulin receptor"
"chr19",7287669,7288237,569,"*","Intron (ENST00000341500.9/3643, intron 1 of 20)",19,7151971,7293866,141896,2,"3643","ENST00000598216.1",5629,"ENSG00000171105","INSR","insulin receptor"
"chr19",7293273,7294703,1431,"*","Promoter (<=1kb)",19,7112255,7293931,181677,2,"3643","ENST00000341500.9",0,"ENSG00000171105","INSR","insulin receptor"
"chr19",7294760,7295103,344,"*","Promoter (<=1kb)",19,7112265,7294414,182150,2,"3643","ENST00000302850.10",-346,"ENSG00000171105","INSR","insulin receptor"
"chr19",7296179,7296555,377,"*","Promoter (1-2kb)",19,7112265,7294414,182150,2,"3643","ENST00000302850.10",-1765,"ENSG00000171105","INSR","insulin receptor"
"chr19",7304268,7304586,319,"*","Exon (ENST00000795305.1/118827816, exon 4 of 4)",19,7112265,7294414,182150,2,"3643","ENST00000302850.10",-9854,"ENSG00000171105","INSR","insulin receptor"
"chr19",7306158,7306765,608,"*","Intron (ENST00000795305.1/118827816, intron 3 of 3)",19,7112265,7294414,182150,2,"3643","ENST00000302850.10",-11744,"ENSG00000171105","INSR","insulin receptor"
"chr19",7312772,7313386,615,"*","Intron (ENST00000795305.1/118827816, intron 3 of 3)",19,7112265,7294414,182150,2,"3643","ENST00000302850.10",-18358,"ENSG00000171105","INSR","insulin receptor"
"chr19",7320904,7321788,885,"*","Intron (ENST00000795305.1/118827816, intron 3 of 3)",19,7112265,7294414,182150,2,"3643","ENST00000302850.10",-26490,"ENSG00000171105","INSR","insulin receptor"
"chr19",8353785,8354481,697,"*","Distal Intergenic",19,8363299,8371230,7932,1,"51129","ENST00000597137.5",-8818,"ENSG00000167772","ANGPTL4","angiopoietin like 4"
"chr19",8355473,8356083,611,"*","Distal Intergenic",19,8363299,8371230,7932,1,"51129","ENST00000597137.5",-7216,"ENSG00000167772","ANGPTL4","angiopoietin like 4"
"chr19",8357220,8357621,402,"*","Distal Intergenic",19,8363299,8371230,7932,1,"51129","ENST00000597137.5",-5678,"ENSG00000167772","ANGPTL4","angiopoietin like 4"
"chr19",8360328,8360567,240,"*","Promoter (2-3kb)",19,8363299,8371230,7932,1,"51129","ENST00000597137.5",-2732,"ENSG00000167772","ANGPTL4","angiopoietin like 4"
"chr19",8361776,8362790,1015,"*","Promoter (<=1kb)",19,8363299,8371230,7932,1,"51129","ENST00000597137.5",-509,"ENSG00000167772","ANGPTL4","angiopoietin like 4"
"chr19",8363754,8364741,988,"*","Promoter (<=1kb)",19,8364155,8374370,10216,1,"51129","ENST00000301455.7",0,"ENSG00000167772","ANGPTL4","angiopoietin like 4"
"chr19",8367008,8367782,775,"*","Promoter (2-3kb)",19,8364398,8374370,9973,1,"51129","ENST00000594875.1",2610,"ENSG00000167772","ANGPTL4","angiopoietin like 4"
"chr19",8368350,8369067,718,"*","Exon (ENST00000830917.1/100507567, exon 3 of 3)",19,8364398,8374370,9973,1,"51129","ENST00000594875.1",3952,"ENSG00000167772","ANGPTL4","angiopoietin like 4"
"chr19",8370720,8370923,204,"*","Intron (ENST00000597137.5/51129, intron 4 of 4)",19,8364398,8374370,9973,1,"51129","ENST00000594875.1",6322,"ENSG00000167772","ANGPTL4","angiopoietin like 4"
